,state,time,id,cov1,cov2
121,2,0,35,0,0
122,1,1.083947289,35,0,0
123,4,3.153744384,35,0,0
126,2,0,37,0,0
127,1,2.130554831,37,0,0
128,4,3.260185925,37,0,0
129,2,0,38,0,0
130,1,0.780662979,38,0,0
131,4,3.007982009,38,0,0
132,2,0,39,0,0
133,1,2.30437929,39,0,0
134,4,4.538468921,39,0,0
136,2,0,40,0,0
137,1,1.312793474,40,0,0
138,4,2.462577918,40,0,0
140,2,0,41,0,0
141,1,2.065640644,41,0,0
142,4,4.713685953,41,0,0
144,2,0,42,0,0
145,1,0.795412212,42,0,0
146,4,1.490986648,42,0,0
148,2,0,43,0,0
149,1,0.880684132,43,0,0
150,4,2.499290641,43,0,0
152,2,0,44,0,0
153,1,2.527227984,44,0,0
154,4,3.069459809,44,0,0
156,2,0,45,0,0
157,1,0.561463589,45,0,0
158,4,2.743030734,45,0,0
160,2,0,46,0,0
161,1,1.112044779,46,0,0
162,4,1.881666904,46,0,0
164,3,0,47,0,0
165,1,1.239868669,47,0,0
166,4,3.037823621,47,0,0
167,3,0,48,0,0
168,1,2.783192325,48,0,0
169,4,4.322598943,48,0,0
170,3,0,49,0,0
171,1,1.786163073,49,0,0
172,4,4.490270498,49,0,0
176,3,0,51,0,0
177,1,0.787209405,51,0,0
178,4,1.42865045,51,0,0
180,3,0,52,0,0
181,1,0.777357903,52,0,0
182,4,2.247431083,52,0,0
184,3,0,53,0,0
185,1,1.901574546,53,0,0
186,4,4.503703001,53,0,0
188,3,0,54,0,0
189,1,3.423672703,54,0,0
190,4,4.670363041,54,0,0
191,3,0,55,0,0
192,1,2.599322846,55,0,0
193,4,5.547801639,55,0,0
195,3,0,56,0,0
196,1,1.324958759,56,0,0
197,4,3.324741505,56,0,0
200,3,0,58,0,0
201,1,1.818131931,58,0,0
202,4,2.826281674,58,0,0
204,3,0,59,0,0
205,1,1.084827298,59,0,0
206,4,2.883620469,59,0,0
207,3,0,60,0,0
208,1,1.773365889,60,0,0
209,4,2.932076934,60,0,0
211,3,0,61,0,0
212,1,2.905089218,61,0,0
213,4,4.927554386,61,0,0
215,3,0,62,0,0
216,1,3.254003309,62,0,0
217,4,4.945058343,62,0,0
220,3,0,64,0,0
221,1,2.753927073,64,0,0
222,4,4.589033563,64,0,0
223,4,0,65,0,0
224,1,1.330644836,65,0,0
226,4,0,66,0,0
227,1,1.646472909,66,0,0
230,4,0,67,0,0
231,1,2.199145656,67,0,0
234,4,0,68,0,0
235,1,2.011138432,68,0,0
237,4,0,69,0,0
238,1,1.504805924,69,0,0
241,4,0,70,0,0
242,1,2.815654855,70,0,0
243,4,0,71,0,0
244,1,3.141495631,71,0,0
245,4,0,72,0,0
246,1,2.863687571,72,0,0
248,4,0,73,0,0
249,1,1.905268453,73,0,0
252,4,0,74,0,0
253,1,0.615693973,74,0,0
256,4,0,75,0,0
257,1,2.63372255,75,0,0
260,4,0,76,0,0
261,1,1.716891249,76,0,0
263,4,0,77,0,0
264,1,2.893943899,77,0,0
265,4,0,78,0,0
266,1,2.969312416,78,0,0
268,4,0,79,0,0
269,1,1.059382383,79,0,0
272,4,0,80,0,0
273,1,2.367979176,80,0,0
