,state,time,id,cov1,cov2
81,1,0,19,0,-1.55
82,2,2.179642208,19,0,-1.55
83,3,3.476270905,19,0,-1.55
84,4,5.380173973,19,0,-1.55
85,2,8.579413385,19,0,-1.55
86,1,0,20,1,-0.45
87,3,3.006359088,20,1,-0.45
88,3,4.425389538,20,1,-0.45
89,4,6.792295923,20,1,-0.45
90,1,0,21,0,-0.4
91,1,2.634939444,21,0,-0.4
92,1,3.748492079,21,0,-0.4
93,3,5.641280984,21,0,-0.4
94,1,0,22,1,0.2
95,2,2.694788116,22,1,0.2
96,4,5.919163599,22,1,0.2
97,1,0,23,0,0.4
98,1,1.657053005,23,0,0.4
99,2,3.104983951,23,0,0.4
100,4,5.374097196,23,0,0.4
101,1,0,24,0,0.65
102,2,2.98655376,24,0,0.65
103,4,3.93155232,24,0,0.65
104,1,0,25,1,-2
105,4,3.266702429,25,1,-2
106,1,0,26,1,-0.95
107,2,2.402377139,26,1,-0.95
108,3,3.723891392,26,1,-0.95
109,4,6.194593549,26,1,-0.95
110,1,0,27,0,0.35
111,2,2.565203252,27,0,0.35
112,2,4.36905309,27,0,0.35
113,3,7.37432904,27,0,0.35
114,4,9.752549774,27,0,0.35
115,2,11.4802619,27,0,0.35
116,1,0,28,1,0.7
117,1,2.324978078,28,1,0.7
118,2,3.935601995,28,1,0.7
119,3,6.922503384,28,1,0.7
120,4,7.65257218,28,1,0.7
121,2,8.498434564,28,1,0.7
122,3,11.44264472,28,1,0.7
123,3,12.58978315,28,1,0.7
124,1,0,29,0,-0.95
125,3,3.266378729,29,0,-0.95
126,3,3.969121678,29,0,-0.95
127,1,0,30,0,1.55
128,1,0.838990305,30,0,1.55
129,1,2.557541473,30,0,1.55
130,4,4.294497015,30,0,1.55
131,1,0,31,1,0.4
132,2,1.146989913,31,1,0.4
133,3,3.893908722,31,1,0.4
134,3,4.420024562,31,1,0.4
135,4,6.263431665,31,1,0.4
136,2,7.004505391,31,1,0.4
137,1,0,32,0,0.35
138,1,1.889641412,32,0,0.35
139,4,5.271368513,32,0,0.35
140,1,0,33,1,0.4
141,2,2.675023888,33,1,0.4
142,3,3.963329114,33,1,0.4
143,1,0,34,1,0.75
144,2,2.855536123,34,1,0.75
145,4,5.340661243,34,1,0.75
146,1,0,35,1,-1.2
147,3,1.083947289,35,1,-1.2
148,4,3.153744384,35,1,-1.2
149,1,0,36,1,1.9
150,4,3.337149791,36,1,1.9
151,1,0,37,0,-0.35
152,3,2.130554831,37,0,-0.35
153,3,3.260185925,37,0,-0.35
154,1,0,38,1,0.1
155,2,0.780662979,38,1,0.1
156,4,3.007982009,38,1,0.1
157,1,0,39,1,-0.35
158,2,2.30437929,39,1,-0.35
159,3,4.538468921,39,1,-0.35
160,3,5.319494546,39,1,-0.35
161,4,8.339735618,39,1,-0.35
162,1,0,40,0,-0.75
163,1,1.312793474,40,0,-0.75
164,1,2.462577918,40,0,-0.75
165,1,3.828542944,40,0,-0.75
166,3,5.175113395,40,0,-0.75
167,4,6.295081112,40,0,-0.75
168,1,0,41,1,0
169,1,2.065640644,41,1,0
170,1,4.713685953,41,1,0
171,1,5.258903626,41,1,0
172,2,7.268537719,41,1,0
173,1,0,42,1,1.45
174,1,0.795412212,42,1,1.45
175,2,1.490986648,42,1,1.45
176,4,4.919982477,42,1,1.45
177,1,0,43,0,1.3
178,1,0.880684132,43,0,1.3
179,2,2.499290641,43,0,1.3
180,3,3.930663472,43,0,1.3
181,4,4.652185819,43,0,1.3
182,2,5.383285526,43,0,1.3
183,3,7.587531612,43,0,1.3
184,1,0,44,1,0.5
185,2,2.527227984,44,1,0.5
186,2,3.069459809,44,1,0.5
187,3,4.868704441,44,1,0.5
188,4,7.638562871,44,1,0.5
189,1,0,45,1,-1.55
190,1,0.561463589,45,1,-1.55
191,2,2.743030734,45,1,-1.55
192,3,5.108489465,45,1,-1.55
193,1,0,46,1,-2.15
194,2,1.112044779,46,1,-2.15
195,2,1.881666904,46,1,-2.15
196,3,3.708090544,46,1,-2.15
197,3,4.465617939,46,1,-2.15
198,1,0,47,1,0
199,2,1.239868669,47,1,0
200,4,3.037823621,47,1,0
201,1,0,48,1,-1.4
202,2,2.783192325,48,1,-1.4
203,4,4.322598943,48,1,-1.4
204,1,0,49,0,0.55
205,1,1.786163073,49,0,0.55
206,3,4.490270498,49,0,0.55
207,4,5.851293093,49,0,0.55
208,1,0,50,1,-0.25
209,4,2.951989462,50,1,-0.25
210,1,0,51,1,0.05
211,2,0.787209405,51,1,0.05
212,2,1.42865045,51,1,0.05
213,4,4.506379652,51,1,0.05
214,1,0,52,1,-0.45
215,3,0.777357903,52,1,-0.45
216,3,2.247431083,52,1,-0.45
217,4,4.321789526,52,1,-0.45
218,1,0,53,0,0.3
219,1,1.901574546,53,0,0.3
220,3,4.503703001,53,0,0.3
221,4,7.940378734,53,0,0.3
222,1,0,54,1,-1.6
223,3,3.423672703,54,1,-1.6
224,4,4.670363041,54,1,-1.6
225,1,0,55,1,-0.55
226,1,2.599322846,55,1,-0.55
227,3,5.547801639,55,1,-0.55
228,4,6.316428412,55,1,-0.55
229,1,0,56,1,-1.2
230,2,1.324958759,56,1,-1.2
231,3,3.324741505,56,1,-1.2
232,1,0,57,1,-1.45
233,4,2.900198244,57,1,-1.45
234,1,0,58,1,-0.1
235,2,1.818131931,58,1,-0.1
236,2,2.826281674,58,1,-0.1
237,3,4.697925821,58,1,-0.1
238,4,6.851245311,58,1,-0.1
239,1,0,59,1,0.7
240,1,1.084827298,59,1,0.7
241,4,2.883620469,59,1,0.7
242,1,0,60,0,-0.8
243,1,1.773365889,60,0,-0.8
244,2,2.932076934,60,0,-0.8
245,2,4.206082369,60,0,-0.8
246,1,0,61,0,0.25
247,2,2.905089218,61,0,0.25
248,3,4.927554386,61,0,0.25
249,4,8.315050631,61,0,0.25
250,2,10.41452264,61,0,0.25
251,1,0,62,0,-0.3
252,3,3.254003309,62,0,-0.3
253,4,4.945058343,62,0,-0.3
254,1,0,63,1,0.35
255,4,3.261590523,63,1,0.35
256,1,0,64,1,-1.15
257,2,2.753927073,64,1,-1.15
258,2,4.589033563,64,1,-1.15
259,1,0,65,0,-0.2
260,3,1.330644836,65,0,-0.2
261,4,3.954604773,65,0,-0.2
262,1,0,66,1,-0.35
263,1,1.646472909,66,1,-0.35
264,2,3.115433235,66,1,-0.35
265,3,4.785914748,66,1,-0.35
266,1,0,67,0,1.9
267,3,2.199145656,67,0,1.9
268,3,4.006824476,67,0,1.9
269,4,5.920604029,67,0,1.9
270,1,0,68,1,0.45
271,2,2.011138432,68,1,0.45
272,4,5.484453933,68,1,0.45
273,1,0,69,0,0.7
274,1,1.504805924,69,0,0.7
275,1,2.653794831,69,0,0.7
276,2,4.488058801,69,0,0.7
277,3,6.195944156,69,0,0.7
278,3,7.267952456,69,0,0.7
279,1,0,70,1,0.45
280,4,2.815654855,70,1,0.45
281,1,0,71,1,0.85
282,2,3.141495631,71,1,0.85
283,1,0,72,1,0.45
284,3,2.863687571,72,1,0.45
285,4,5.625525814,72,1,0.45
286,1,0,73,0,0.8
287,1,1.905268453,73,0,0.8
288,2,3.640303636,73,0,0.8
289,3,6.393412932,73,0,0.8
290,4,8.145629223,73,0,0.8
291,2,9.065522329,73,0,0.8
292,2,10.17272771,73,0,0.8
293,1,0,74,0,0.7
294,1,0.615693973,74,0,0.7
295,1,1.39147114,74,0,0.7
296,3,4.054491583,74,0,0.7
297,4,4.714923223,74,0,0.7
298,1,0,75,1,0.6
299,1,2.63372255,75,1,0.6
300,2,4.802698331,75,1,0.6
301,2,5.414365735,75,1,0.6
302,3,6.497446466,75,1,0.6
303,3,7.648054522,75,1,0.6
304,4,8.75658676,75,1,0.6
305,1,0,76,0,-1.15
306,3,1.716891249,76,0,-1.15
307,3,4.108469353,76,0,-1.15
308,1,0,77,0,-1.55
309,4,2.893943899,77,0,-1.55
310,1,0,78,0,0.2
311,2,2.969312416,78,0,0.2
312,4,6.248138495,78,0,0.2
313,1,0,79,0,-0.25
314,1,1.059382383,79,0,-0.25
315,3,2.966998548,79,0,-0.25
316,4,5.833477128,79,0,-0.25
317,1,0,80,0,0.8
318,2,2.367979176,80,0,0.8
319,4,4.743823481,80,0,0.8
320,1,0,81,0,1
321,2,1.210263495,81,0,1
322,3,3.444635055,81,0,1
323,4,6.313761183,81,0,1
324,1,0,82,0,2
325,1,2.94620605,82,0,2
326,4,4.611687942,82,0,2
327,1,0,83,1,1.1
328,4,3.082333498,83,1,1.1
329,1,0,84,0,-1.45
330,3,1.712455631,84,0,-1.45
331,3,3.404291497,84,0,-1.45
332,3,5.089713542,84,0,-1.45
333,4,8.242831807,84,0,-1.45
334,1,0,85,1,-0.55
335,3,3.425292826,85,1,-0.55
336,3,4.427268784,85,1,-0.55
337,4,5.543844716,85,1,-0.55
338,1,0,86,0,1.85
339,1,0.672694996,86,0,1.85
340,1,2.413703297,86,0,1.85
341,1,5.898542618,86,0,1.85
342,4,8.980562758,86,0,1.85
343,1,0,87,0,0.05
344,2,1.355453334,87,0,0.05
345,4,3.033461967,87,0,0.05
346,1,0,88,0,0.3
347,4,1.270912348,88,0,0.3
348,1,0,89,0,1.35
349,3,2.53480795,89,0,1.35
350,3,3.975170123,89,0,1.35
351,3,5.335205544,89,0,1.35
352,4,6.757122414,89,0,1.35
353,1,0,90,0,-0.25
354,2,0.876615359,90,0,-0.25
355,2,3.919498528,90,0,-0.25
356,3,5.232002407,90,0,-0.25
357,1,0,91,1,0.7
358,2,3.283201235,91,1,0.7
359,4,6.208671766,91,1,0.7
360,1,0,92,1,0.15
361,3,2.605445796,92,1,0.15
362,4,5.782571008,92,1,0.15
363,1,0,93,1,-1.75
364,3,1.076566475,93,1,-1.75
365,4,2.940970707,93,1,-1.75
366,1,0,94,0,-0.45
367,1,2.940315249,94,0,-0.45
368,2,4.435357284,94,0,-0.45
369,4,7.689801148,94,0,-0.45
370,1,0,95,1,0.1
371,1,1.187406017,95,1,0.1
372,1,2.079161485,95,1,0.1
373,1,3.313493178,95,1,0.1
374,1,5.432127872,95,1,0.1
375,1,6.132501651,95,1,0.1
376,3,8.072840519,95,1,0.1
377,3,9.009010481,95,1,0.1
378,1,0,96,1,-3.35
379,2,0.966571053,96,1,-3.35
380,2,3.745691338,96,1,-3.35
381,3,5.599104911,96,1,-3.35
382,1,0,97,0,-1.1
383,4,2.458767892,97,0,-1.1
384,1,0,98,1,1.3
385,2,1.242057957,98,1,1.3
386,3,3.166294624,98,1,1.3
387,1,0,99,0,0.1
388,1,2.236690905,99,0,0.1
389,1,4.420603099,99,0,0.1
390,3,6.294834961,99,0,0.1
391,4,7.815846919,99,0,0.1
392,1,0,100,0,-1.55
393,2,2.166394051,100,0,-1.55
394,2,2.848423196,100,0,-1.55
395,4,6.220490071,100,0,-1.55
396,1,0,101,1,-0.15
397,2,3.015914805,101,1,-0.15
398,3,6.223421507,101,1,-0.15
399,3,6.830249303,101,1,-0.15
400,1,0,102,0,-0.1
401,3,1.126766285,102,0,-0.1
402,3,2.329851969,102,0,-0.1
403,4,4.957947405,102,0,-0.1
404,1,0,103,0,0.75
405,3,1.996827633,103,0,0.75
406,4,4.199822331,103,0,0.75
407,1,0,104,1,-1.25
408,1,1.254267272,104,1,-1.25
409,3,3.141673571,104,1,-1.25
410,4,3.761533553,104,1,-1.25
411,1,0,105,1,-0.6
412,4,3.145554742,105,1,-0.6
413,1,0,106,1,-2.05
414,4,1.784669337,106,1,-2.05
415,1,0,107,0,-0.55
416,3,3.467778468,107,0,-0.55
417,4,6.559889885,107,0,-0.55
418,1,0,108,1,1.25
419,2,3.119478227,108,1,1.25
420,4,4.671453664,108,1,1.25
421,1,0,109,1,-0.65
422,1,0.727114811,109,1,-0.65
423,2,2.573615686,109,1,-0.65
424,4,6.024037514,109,1,-0.65
425,1,0,110,0,0.9
426,1,2.198633016,110,0,0.9
427,2,2.938779664,110,0,0.9
428,3,6.27234286,110,0,0.9
429,3,9.270067001,110,0,0.9
430,3,10.96675817,110,0,0.9
431,1,0,111,1,-1.15
432,3,2.820764962,111,1,-1.15
433,3,3.980824995,111,1,-1.15
434,3,6.029640905,111,1,-1.15
435,3,6.990393966,111,1,-1.15
436,1,0,112,1,0.15
437,1,2.004485969,112,1,0.15
438,2,3.741796831,112,1,0.15
439,3,6.921363344,112,1,0.15
440,4,8.307971733,112,1,0.15
441,1,0,113,0,0.9
442,1,1.393677361,113,0,0.9
443,4,2.694641717,113,0,0.9
444,1,0,114,1,0.8
445,2,1.373758302,114,1,0.8
446,2,3.758356543,114,1,0.8
447,3,5.807295276,114,1,0.8
448,4,7.135679433,114,1,0.8
449,1,0,115,1,-0.75
450,3,1.388842231,115,1,-0.75
451,4,2.877511667,115,1,-0.75
452,1,0,116,0,-1.05
453,3,3.480666736,116,0,-1.05
454,3,4.239768068,116,0,-1.05
455,4,5.959284412,116,0,-1.05
456,1,0,117,1,-0.3
457,2,0.986692145,117,1,-0.3
458,4,3.831889699,117,1,-0.3
459,1,0,118,0,-0.4
460,3,1.558449371,118,0,-0.4
461,3,2.678336585,118,0,-0.4
462,4,3.967271907,118,0,-0.4
463,1,0,119,0,0.4
464,1,0.663989479,119,0,0.4
465,3,3.841560012,119,0,0.4
466,3,6.028320535,119,0,0.4
467,4,8.087334571,119,0,0.4
468,1,0,120,0,-0.1
469,1,0.635301831,120,0,-0.1
470,3,2.904932065,120,0,-0.1
471,4,6.353304647,120,0,-0.1
472,1,0,121,1,0.6
473,3,1.885239332,121,1,0.6
474,4,3.916096852,121,1,0.6
475,1,0,122,0,0
476,1,1.748635175,122,0,0
477,1,4.172505243,122,0,0
478,2,5.572082778,122,0,0
479,4,9.06106079,122,0,0
480,1,0,123,0,-0.65
481,4,2.724331971,123,0,-0.65
482,1,0,124,1,-1.15
483,3,2.030950208,124,1,-1.15
484,4,4.488878719,124,1,-1.15
485,1,0,125,1,0.65
486,1,0.523379844,125,1,0.65
487,2,2.196031234,125,1,0.65
488,2,4.786169324,125,1,0.65
489,2,5.757952993,125,1,0.65
490,3,8.461922803,125,1,0.65
491,4,9.303028628,125,1,0.65
492,1,0,126,1,0.3
493,1,0.730403751,126,1,0.3
494,1,2.394346267,126,1,0.3
495,2,4.068234334,126,1,0.3
496,2,5.530268677,126,1,0.3
497,3,6.267132463,126,1,0.3
498,3,6.78076504,126,1,0.3
499,1,0,127,1,0.55
500,1,3.015700755,127,1,0.55
501,1,4.548717317,127,1,0.55
502,1,6.506272253,127,1,0.55
503,3,9.503781669,127,1,0.55
504,1,0,128,1,1
505,3,2.631431857,128,1,1
506,4,4.006460505,128,1,1
507,1,0,129,0,0.35
508,1,1.172278073,129,0,0.35
509,2,4.360025707,129,0,0.35
510,3,6.493101822,129,0,0.35
511,1,0,130,0,2.2
512,2,3.092194381,130,0,2.2
513,3,3.848379286,130,0,2.2
514,4,7.224648858,130,0,2.2
515,1,0,131,0,-0.1
516,3,2.8871067,131,0,-0.1
517,4,5.491998002,131,0,-0.1
518,1,0,132,1,0.9
519,1,0.865614846,132,1,0.9
520,3,2.471378728,132,1,0.9
521,4,4.979933447,132,1,0.9
522,1,0,133,0,-0.05
523,2,2.415762262,133,0,-0.05
524,2,4.24961693,133,0,-0.05
525,2,4.809926514,133,0,-0.05
526,2,5.700286225,133,0,-0.05
527,4,7.591458303,133,0,-0.05
528,1,0,134,0,-1.85
529,1,0.682767108,134,0,-1.85
530,1,1.928182622,134,0,-1.85
531,3,3.521278289,134,0,-1.85
532,3,5.453857181,134,0,-1.85
533,4,7.388125688,134,0,-1.85
534,1,0,135,1,-0.05
535,2,1.981588805,135,1,-0.05
536,3,3.683996568,135,1,-0.05
537,3,4.214770837,135,1,-0.05
538,3,6.283279459,135,1,-0.05
539,1,0,136,0,-0.05
540,1,0.790624025,136,0,-0.05
541,3,3.308363463,136,0,-0.05
542,4,6.44555734,136,0,-0.05
543,1,0,137,0,-0.65
544,1,2.2678989,137,0,-0.65
545,1,4.101455292,137,0,-0.65
546,1,7.262196379,137,0,-0.65
547,1,7.873272953,137,0,-0.65
548,3,9.72136735,137,0,-0.65
549,3,11.79905541,137,0,-0.65
550,1,0,138,1,-2.4
551,3,0.810574895,138,1,-2.4
552,4,4.219836917,138,1,-2.4
553,1,0,139,1,-0.2
554,1,1.75477149,139,1,-0.2
555,2,3.061756702,139,1,-0.2
556,3,6.228661425,139,1,-0.2
557,3,6.871522559,139,1,-0.2
558,3,7.717637368,139,1,-0.2
559,3,9.379774919,139,1,-0.2
560,1,0,140,0,-1.45
561,2,0.706170712,140,0,-1.45
562,3,2.926882243,140,0,-1.45
563,4,5.498507721,140,0,-1.45
564,1,0,141,0,0.95
565,1,1.001168996,141,0,0.95
566,2,3.020697877,141,0,0.95
567,2,5.770732036,141,0,0.95
568,4,8.909831947,141,0,0.95
569,1,0,142,1,-1.55
570,3,1.379396234,142,1,-1.55
571,4,3.972404186,142,1,-1.55
572,1,0,143,1,1.3
573,1,1.381738381,143,1,1.3
574,2,3.622109317,143,1,1.3
575,2,4.401733162,143,1,1.3
576,4,5.861246235,143,1,1.3
577,1,0,144,1,0.4
578,1,1.632276576,144,1,0.4
579,2,2.986592722,144,1,0.4
580,3,4.579953403,144,1,0.4
581,3,5.548407857,144,1,0.4
582,4,8.508033285,144,1,0.4
583,1,0,145,1,-1
584,1,0.509435139,145,1,-1
585,1,1.743040629,145,1,-1
586,2,4.488483439,145,1,-1
587,4,6.41769944,145,1,-1
588,1,0,146,0,0.05
589,1,1.726016091,146,0,0.05
590,1,2.644752961,146,0,0.05
591,3,3.672239847,146,0,0.05
592,3,5.245905066,146,0,0.05
593,3,5.815852148,146,0,0.05
594,1,0,147,1,1.75
595,1,2.153690972,147,1,1.75
596,1,4.082242261,147,1,1.75
597,1,5.567068351,147,1,1.75
598,1,0,148,1,0.45
599,1,1.211334964,148,1,0.45
600,1,4.256610562,148,1,0.45
601,1,0,149,0,0.65
602,2,1.698879714,149,0,0.65
603,2,3.671512423,149,0,0.65
604,4,6.957546767,149,0,0.65
605,1,0,150,1,0.6
606,1,1.927151677,150,1,0.6
607,3,3.43330548,150,1,0.6
608,4,3.951465362,150,1,0.6
609,1,0,151,0,1.1
610,1,3.316571213,151,0,1.1
611,2,4.924509351,151,0,1.1
612,4,8.206838339,151,0,1.1
613,1,0,152,1,-0.9
614,2,2.62947592,152,1,-0.9
615,3,3.350819224,152,1,-0.9
616,4,6.569948365,152,1,-0.9
617,1,0,153,1,0.1
618,1,1.321790149,153,1,0.1
619,3,3.638781831,153,1,0.1
620,4,4.960228966,153,1,0.1
621,1,0,154,1,-0.1
622,3,2.439535353,154,1,-0.1
623,4,5.307513787,154,1,-0.1
624,1,0,155,1,0.35
625,3,2.682250837,155,1,0.35
626,4,6.02928846,155,1,0.35
627,1,0,156,0,0.55
628,1,1.236064055,156,0,0.55
629,2,3.919776769,156,0,0.55
630,1,0,157,1,0.95
631,1,0.575212125,157,1,0.95
632,2,1.631412742,157,1,0.95
633,4,4.883335378,157,1,0.95
634,1,0,158,1,1.6
635,2,1.539787313,158,1,1.6
636,3,2.431899083,158,1,1.6
637,3,5.073386549,158,1,1.6
638,3,6.626649696,158,1,1.6
639,4,7.904187654,158,1,1.6
640,1,0,159,1,-0.1
641,4,2.814796166,159,1,-0.1
642,1,0,160,1,-0.65
643,2,2.609580808,160,1,-0.65
644,3,4.64323002,160,1,-0.65
645,3,6.527589389,160,1,-0.65
646,3,7.84501235,160,1,-0.65
647,4,9.078214282,160,1,-0.65
648,1,0,161,1,2.2
649,1,0.983155328,161,1,2.2
650,2,3.386274054,161,1,2.2
651,3,5.005061644,161,1,2.2
652,3,6.042407634,161,1,2.2
653,4,7.232919282,161,1,2.2
654,1,0,162,0,-0.3
655,2,1.101789881,162,0,-0.3
656,2,3.280646392,162,0,-0.3
657,2,4.815359577,162,0,-0.3
658,3,6.348980462,162,0,-0.3
659,1,0,163,1,-0.95
660,1,0.714601042,163,1,-0.95
661,3,3.97504184,163,1,-0.95
662,4,5.829154145,163,1,-0.95
663,1,0,164,1,1.25
664,2,0.946243252,164,1,1.25
665,4,4.164904701,164,1,1.25
666,1,0,165,0,-0.1
667,1,2.96030124,165,0,-0.1
668,1,4.178684079,165,0,-0.1
669,3,5.361794296,165,0,-0.1
670,3,6.007335652,165,0,-0.1
671,1,0,166,1,-1.75
672,2,0.928661057,166,1,-1.75
673,3,2.722826074,166,1,-1.75
674,3,3.753695704,166,1,-1.75
675,1,0,167,1,0.6
676,3,2.536647091,167,1,0.6
677,4,3.870784679,167,1,0.6
678,1,0,168,1,1.15
679,2,2.913606592,168,1,1.15
680,2,4.727962225,168,1,1.15
681,4,7.291076523,168,1,1.15
682,1,0,169,1,-1.2
683,4,2.908472136,169,1,-1.2
684,1,0,170,0,-0.1
685,3,3.499723036,170,0,-0.1
686,4,4.893486323,170,0,-0.1
687,1,0,171,0,0.2
688,2,3.262066351,171,0,0.2
689,4,6.155384416,171,0,0.2
690,1,0,172,1,-0.9
691,3,3.184892878,172,1,-0.9
692,3,5.091709339,172,1,-0.9
693,1,0,173,0,-0.95
694,2,2.353140831,173,0,-0.95
695,3,3.296486933,173,0,-0.95
696,3,5.541557656,173,0,-0.95
697,4,6.630291782,173,0,-0.95
698,1,0,174,1,-0.5
699,4,1.723244131,174,1,-0.5
700,1,0,175,0,0.6
701,2,3.053832042,175,0,0.6
702,4,6.292350344,175,0,0.6
703,1,0,176,1,-0.4
704,3,3.238472276,176,1,-0.4
705,4,6.09871652,176,1,-0.4
706,1,0,177,0,0.7
707,1,1.028191139,177,0,0.7
708,2,2.337264255,177,0,0.7
709,3,4.801155283,177,0,0.7
710,4,5.624836331,177,0,0.7
711,1,0,178,1,1.75
712,2,0.944389239,178,1,1.75
713,3,1.61240156,178,1,1.75
714,3,2.447189215,178,1,1.75
715,4,5.710512754,178,1,1.75
716,1,0,179,1,-1.45
717,2,0.993553578,179,1,-1.45
718,4,3.93442077,179,1,-1.45
719,1,0,180,1,0.75
720,3,1.925422547,180,1,0.75
721,3,2.548852616,180,1,0.75
722,3,4.785210122,180,1,0.75
723,4,8.14319899,180,1,0.75
724,1,0,181,1,-0.5
725,3,2.767800633,181,1,-0.5
726,4,3.979775439,181,1,-0.5
727,1,0,182,0,-0.5
728,1,3.128928299,182,0,-0.5
729,2,6.168852655,182,0,-0.5
730,2,7.439193971,182,0,-0.5
731,1,0,183,0,-0.15
732,3,2.077271245,183,0,-0.15
733,3,2.634669516,183,0,-0.15
734,4,5.343449672,183,0,-0.15
735,1,0,184,0,-0.75
736,4,3.191045905,184,0,-0.75
737,1,0,185,1,-0.75
738,4,2.730059278,185,1,-0.75
739,1,0,186,0,-0.65
740,3,2.924750812,186,0,-0.65
741,4,4.310828054,186,0,-0.65
742,1,0,187,0,-0.5
743,1,0.534257707,187,0,-0.5
744,2,3.932665717,187,0,-0.5
745,2,6.336810773,187,0,-0.5
746,3,8.108368025,187,0,-0.5
747,1,0,188,1,-1
748,2,1.158626498,188,1,-1
749,2,1.907513786,188,1,-1
750,2,2.78762364,188,1,-1
751,4,3.381206659,188,1,-1
752,1,0,189,0,1.1
753,1,1.345251948,189,0,1.1
754,1,4.57104902,189,0,1.1
755,3,6.868655659,189,0,1.1
756,3,7.652387003,189,0,1.1
757,1,0,190,1,-0.4
758,2,2.612122762,190,1,-0.4
759,2,3.912611385,190,1,-0.4
760,4,6.968704474,190,1,-0.4
761,1,0,191,1,-1.3
762,1,1.287610545,191,1,-1.3
763,4,3.148521303,191,1,-1.3
764,1,0,192,0,-0.7
765,2,2.759756977,192,0,-0.7
766,2,4.36782208,192,0,-0.7
767,3,7.337131731,192,0,-0.7
768,3,10.43442402,192,0,-0.7
769,1,0,193,1,1.7
770,1,1.678619567,193,1,1.7
771,1,3.221256176,193,1,1.7
772,2,5.739526737,193,1,1.7
773,3,7.091669353,193,1,1.7
774,4,9.601263026,193,1,1.7
775,1,0,194,1,1.45
776,1,3.084456354,194,1,1.45
777,2,4.909244998,194,1,1.45
778,2,6.617240248,194,1,1.45
779,2,7.683546878,194,1,1.45
780,3,9.996412078,194,1,1.45
781,1,0,195,1,-1.3
782,4,3.394306821,195,1,-1.3
783,1,0,196,1,0.65
784,2,0.656688809,196,1,0.65
785,4,3.641490477,196,1,0.65
786,1,0,197,0,1.8
787,2,1.339106338,197,0,1.8
788,2,3.117262247,197,0,1.8
789,2,5.259006393,197,0,1.8
790,2,5.85430722,197,0,1.8
791,3,8.239445972,197,0,1.8
792,3,11.01643506,197,0,1.8
793,1,0,198,0,0.85
794,1,1.74722622,198,0,0.85
795,3,3.399625575,198,0,0.85
796,3,3.97124098,198,0,0.85
797,4,6.920722405,198,0,0.85
798,1,0,199,1,-1.8
799,2,1.130578025,199,1,-1.8
800,4,3.807830113,199,1,-1.8
801,1,0,200,1,-0.5
802,2,3.341303433,200,1,-0.5
803,2,5.400710741,200,1,-0.5
804,3,7.703583333,200,1,-0.5
805,1,0,201,0,1.25
